City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Christchurch,-43.5333,172.6333,50.0,81,75,17.27,NZ,1619436548
Camopi,3.1655,-52.3158,72.86,99,100,0.72,GF,1619436548
Chulym,55.0997,80.9572,58.05,37,98,13.42,RU,1619436548
Saint-Augustin,51.226,-58.6502,38.91,65,100,11.68,CA,1619436549
Kuruman,-27.4524,23.4325,81.0,25,78,13.89,ZA,1619436549
Upernavik,72.7868,-56.1549,35.78,79,100,5.53,GL,1619436549
Vuktyl,63.8567,57.3094,41.14,77,100,5.1,RU,1619436549
Kānkon,15.0167,74.0167,89.6,70,40,12.66,IN,1619436549
Manokwari,-0.8667,134.0833,80.06,79,89,2.71,ID,1619436549
Morondava,-20.2833,44.2833,84.61,58,100,8.59,MG,1619436549
Sur,22.5667,59.5289,94.12,30,84,8.05,OM,1619436549
Taltal,-25.4,-70.4833,58.95,83,0,1.83,CL,1619436550
Apatity,67.5641,33.4031,33.49,70,93,8.48,RU,1619436550
Vernon,50.2581,-119.2691,39.99,87,37,3.44,CA,1619436550
Caicó,-6.4583,-37.0978,79.61,69,15,11.41,BR,1619436550
Broome,42.2506,-75.833,33.01,69,90,19.57,US,1619436550
Tikrit,34.6071,43.6782,104.09,9,100,22.84,IQ,1619436550
Flin Flon,54.7682,-101.865,30.2,74,40,3.44,CA,1619436550
Innoshima,34.2833,133.1833,55.4,44,0,2.3,JP,1619436551
Hambantota,6.1241,81.1185,86.0,79,20,9.22,LK,1619436551
Los Llanos de Aridane,28.6585,-17.9182,69.8,73,75,8.05,ES,1619436551
Basco,20.4487,121.9702,75.69,67,56,20.33,PH,1619436551
Coronado,32.6859,-117.1831,57.99,67,1,6.91,US,1619436551
Bela,25.9333,81.9833,106.05,5,0,8.19,IN,1619436551
Ginda,30.6945,78.4932,78.84,14,1,6.67,IN,1619436551
Sompeta,18.9333,84.6,89.1,59,17,15.75,IN,1619436485
Eséka,3.65,10.7667,90.61,53,69,3.42,CM,1619436552
Kérouané,9.2667,-9.0167,94.01,35,89,2.73,GN,1619436552
Kristinehamn,59.3098,14.1081,48.2,36,0,8.05,SE,1619436552
Merauke,-8.4667,140.3333,80.62,80,88,5.97,ID,1619436552
Portmore,17.9702,-76.8672,77.0,78,20,6.91,JM,1619436552
Vila Franca do Campo,37.7167,-25.4333,62.6,67,40,11.5,PT,1619436552
Iqaluit,63.7506,-68.5145,32.0,93,75,2.3,CA,1619436503
Pindiga,9.9833,10.9333,96.8,41,20,13.8,NG,1619436553
Honningsvåg,70.9821,25.9704,33.8,75,40,8.05,NO,1619436553
Fernández,-27.9204,-63.8935,53.91,66,0,5.26,AR,1619436553
Angoram,-4.0625,144.0661,75.13,94,67,2.48,PG,1619436553
Agüimes,27.9054,-15.4461,69.8,73,75,14.97,ES,1619436553
Kashgar,39.4547,75.9797,77.0,12,45,6.71,CN,1619436434
Florø,61.5996,5.0328,46.4,39,20,5.75,NO,1619436554
Miraflores,19.2167,-98.8083,62.6,59,40,5.75,MX,1619436554
Toamasina,-18.1667,49.3833,77.0,88,75,17.27,MG,1619436554
Shenzhen,22.5455,114.0683,75.99,89,100,1.01,CN,1619436428
Vardø,70.3705,31.1107,33.8,86,75,6.91,NO,1619436554
Campo Grande,-20.4428,-54.6464,64.4,88,40,10.36,BR,1619436554
Anloga,5.7947,0.8973,89.6,66,40,9.22,GH,1619436555
Novospasskoye,53.1468,47.7514,54.52,39,71,14.7,RU,1619436555
Sept-Îles,50.2001,-66.3821,39.2,93,90,12.66,CA,1619436555
Sarangani,5.4033,125.4636,83.84,73,84,4.81,PH,1619436556
Yokadouma,3.5167,15.05,94.6,36,44,2.95,CM,1619436556
Vila,42.0304,-8.1588,62.01,84,94,1.01,PT,1619436556
Serenje,-13.2325,30.2352,78.13,46,19,9.13,ZM,1619436556
Okhotsk,59.3833,143.3,22.19,74,33,3.31,RU,1619436556
Yulara,-25.2406,130.9889,69.8,24,0,9.22,AU,1619436557
Tautira,-17.7333,-149.15,75.2,78,20,4.61,PF,1619436557
Brovst,57.0956,9.528,51.01,29,75,5.75,DK,1619436557
Pitkyaranta,61.5734,31.4792,40.33,75,100,10.76,RU,1619436557
Rio Grande,-32.035,-52.0986,60.8,82,0,6.91,BR,1619436557
Yushala,57.0761,64.2601,53.6,30,20,11.18,RU,1619436557
Katherine,-14.4667,132.2667,82.4,65,40,6.91,AU,1619436305
Khandyga,62.6667,135.6,31.33,98,100,7.43,RU,1619436557
Acarí,-15.4311,-74.6158,66.27,86,31,1.77,PE,1619436558
Nybro,56.7446,15.9071,46.4,34,0,9.22,SE,1619436558
Pangnirtung,66.1451,-65.7125,41.0,65,90,5.75,CA,1619436558
Statesboro,32.4488,-81.7832,57.2,77,1,6.82,US,1619436558
Juan de Ayolas,-27.4,-56.9,51.6,79,0,4.32,PY,1619436559
Namatanai,-3.6667,152.4333,79.74,80,58,3.91,PG,1619436559
La Santisima Trinidad,-14.8333,-64.9,68.0,94,84,5.35,BO,1619436559
Nago,26.5881,127.9761,71.6,68,1,5.75,JP,1619436559
Pangody,65.85,74.4859,34.48,99,97,16.62,RU,1619436559
Nerchinskiy Zavod,51.3088,119.61,54.91,37,90,15.7,RU,1619436560
Tazmalt,36.3868,4.3989,80.56,26,48,9.04,DZ,1619436560
Nouadhibou,20.931,-17.0347,73.4,60,0,18.41,MR,1619436560
Nouakchott,18.0858,-15.9785,78.8,38,0,13.8,MR,1619436560
Manyana,-23.4,21.7167,81.99,15,1,11.45,BW,1619436560
Ufa,54.775,56.0375,55.4,28,75,20.13,RU,1619436560
Vallenar,-28.5708,-70.7581,54.12,90,0,2.06,CL,1619436560
Qaqortoq,60.7167,-46.0333,44.6,53,75,10.36,GL,1619436560
Macia,-25.0269,33.0989,86.04,42,2,3.6,MZ,1619436560
Port Blair,11.6667,92.75,86.0,74,40,9.93,IN,1619436561
Caravelas,-17.7125,-39.2481,78.62,75,74,6.98,BR,1619436561
Novoagansk,61.9449,76.6625,44.94,79,56,14.72,RU,1619436561
Byron Bay,-28.65,153.6167,66.2,77,75,8.05,AU,1619436561
Fare,-16.7,-151.0167,80.42,68,3,3.15,PF,1619436561
Nemuro,43.3236,145.575,34.11,59,33,10.78,JP,1619436561
Palmas Bellas,9.2319,-80.0867,77.0,100,20,2.3,PA,1619436561
Olafsvik,64.8945,-23.7142,39.83,76,5,11.05,IS,1619436561
Longyearbyen,78.2186,15.6401,21.2,58,20,13.8,SJ,1619436562
Tual,-5.6667,132.75,83.14,62,51,7.9,ID,1619436562
Chunoyar,57.4467,97.3217,40.75,79,84,6.4,RU,1619436562
Mitzic,0.7821,11.549,91.65,44,52,1.74,GA,1619436563
Huarmey,-10.0681,-78.1522,66.22,90,21,5.26,PE,1619436563
Bilibino,68.0546,166.4372,12.47,94,100,4.18,RU,1619436563
Homer,59.6425,-151.5483,42.01,69,1,4.61,US,1619436563
Laguna,38.421,-121.4238,44.01,87,1,5.61,US,1619436563
Ferme-Neuve,46.7001,-75.4493,26.6,68,97,6.91,CA,1619436563
Hakkâri Province,37.5833,44.1667,51.8,76,75,5.75,TR,1619436563
Lobito,-12.3481,13.5456,85.21,68,33,9.28,AO,1619436563
Fernie,49.5,-115.0687,37.4,87,99,10.36,CA,1619436563
Lac du Bonnet,50.2536,-96.0612,37.99,99,100,5.99,CA,1619436564
Koppies,-27.2418,27.5742,77.27,12,5,5.5,ZA,1619436564
Narsaq,60.9167,-46.05,44.6,53,75,10.36,GL,1619436564
Marawi,7.9986,124.2928,82.0,80,97,1.99,PH,1619436564
Naze,28.3667,129.4833,68.0,73,75,16.11,JP,1619436564
Tarazá,7.5836,-75.4007,73.36,96,100,2.19,CO,1619436564
Atasū,48.6814,71.6433,66.74,31,84,4.23,KZ,1619436564
Henties Bay,-22.116,14.2845,64.0,84,3,5.99,NA,1619436565
Knysna,-34.0363,23.0471,64.4,72,0,2.3,ZA,1619436565
Hare Bay,48.8499,-54.0148,41.0,75,100,3.44,CA,1619436565
Churapcha,62.0025,132.4325,32.29,98,100,6.89,RU,1619436565
Yerbogachën,61.2767,108.0108,23.58,67,100,12.71,RU,1619436565
Ijuí,-28.3878,-53.9147,48.2,100,75,2.3,BR,1619436565
Diego de Almagro,-26.3667,-70.05,51.85,79,0,0.07,CL,1619436565
Arkhangelsk,64.5401,40.5433,41.0,81,90,6.71,RU,1619436565
Mogadishu,2.0371,45.3438,87.8,62,40,8.05,SO,1619436566
Bahir Dar,11.5936,37.3908,68.94,63,100,1.21,ET,1619436566
Coari,-4.085,-63.1414,73.49,98,100,1.05,BR,1619436566
Lamu,-2.2717,40.902,86.52,66,76,13.33,KE,1619436566
Myaundzha,63.0494,147.1858,0.7,96,37,2.28,RU,1619436566
Aklavik,68.2191,-135.0107,10.4,85,97,9.22,CA,1619436566
Vanavara,60.34,102.2797,30.06,61,96,9.4,RU,1619436566
Hamilton,39.1834,-84.5333,42.01,93,1,3.44,US,1619436566
Port Shepstone,-30.7414,30.455,74.98,59,93,7.96,ZA,1619436567
Bayonet Point,28.3267,-82.6834,64.0,92,0,10.49,US,1619436567
Balikpapan,-1.2675,116.8289,80.26,77,42,5.01,ID,1619436567
Pevek,69.7008,170.3133,20.62,90,100,3.18,RU,1619436567
Umluj,25.0213,37.2685,86.43,45,0,12.37,SA,1619436567
Tucupita,9.0622,-62.051,73.98,86,100,3.42,VE,1619436567
Les Cayes,18.2,-73.75,74.03,82,13,3.22,HT,1619436567
Kapoeta,4.7717,33.5903,71.47,88,100,10.11,SS,1619436568
Srednekolymsk,67.45,153.6833,9.18,88,29,4.32,RU,1619436568
Nanortalik,60.1432,-45.2371,33.94,99,100,8.66,GL,1619436568
Nekrasovka,48.3525,135.2325,50.0,32,0,6.71,RU,1619436568
Comodoro Rivadavia,-45.8667,-67.5,57.2,58,0,8.05,AR,1619436525
San Onofre,9.7359,-75.5263,77.76,85,98,2.15,CO,1619436568
Tuatapere,-46.1333,167.6833,44.01,76,97,7.0,NZ,1619436568
Gobabis,-22.45,18.9667,80.02,15,0,12.66,NA,1619436568
Taoudenni,22.6783,-3.9836,101.66,9,10,6.51,ML,1619436569
Constitución,-35.3333,-72.4167,53.82,76,0,5.5,CL,1619436569
Doha,25.2867,51.5333,93.2,40,20,13.8,QA,1619436368
Onokhoy,51.932,108.0747,41.0,52,75,17.9,RU,1619436569
Beroroha,-21.6667,45.1667,92.44,34,92,5.99,MG,1619436569
Soyo,-6.1349,12.3689,83.68,73,65,6.64,AO,1619436569
Puerto del Rosario,28.5004,-13.8627,75.2,50,40,13.8,ES,1619436569
Wanlaweyn,2.6185,44.8938,96.31,34,81,10.49,SO,1619436569
Halifax,44.6453,-63.5724,51.01,100,90,6.91,CA,1619436416
Daru,-9.0763,143.2092,78.13,85,100,3.67,PG,1619436570
Nahavand,34.1885,48.377,63.43,48,76,13.2,IR,1619436570
Kindia,10.0569,-12.8658,93.42,29,88,1.48,GN,1619436570
Bonavista,48.6499,-53.1147,41.0,75,100,3.44,CA,1619436570
Booué,-0.0921,11.9385,93.85,50,14,1.68,GA,1619436570
Chilca,-12.5211,-76.7372,63.0,88,90,1.14,PE,1619436570
Marystown,47.1666,-55.1483,40.82,79,100,17.56,CA,1619436570
Safi,32.2994,-9.2372,66.11,75,6,27.6,MA,1619436570
São Sebastião do Passé,-12.5125,-38.4953,82.4,65,40,9.22,BR,1619436571
Rome,43.2128,-75.4557,34.0,55,90,17.27,US,1619436571
Donskoye,45.4552,41.9741,48.2,93,90,6.71,RU,1619436571
Tingi,-11.3,35.0333,73.17,75,64,1.05,TZ,1619436571
Iisalmi,63.5592,27.1907,37.4,81,90,4.61,FI,1619436571
San Quintín,30.4833,-115.95,55.2,86,34,7.65,MX,1619436571
Burns Lake,54.2331,-125.7533,21.2,86,3,1.14,CA,1619436571
Rovaniemi,66.5,25.7167,37.4,44,75,9.22,FI,1619436571
Mormugao,15.4,73.8,89.6,70,40,12.66,IN,1619436572
Tombouctou,20.0,-3.0,102.34,8,98,7.02,ML,1619436572
Majenang,-7.2975,108.7642,78.03,87,48,2.21,ID,1619436572
Yatou,37.15,122.3833,53.85,76,99,7.61,CN,1619436572
Ratlām,23.3167,75.0667,100.9,7,99,8.68,IN,1619436572
Rio Branco,-9.9747,-67.81,71.6,100,75,3.44,BR,1619436572
Atar,20.5169,-13.0499,89.13,15,2,5.14,MR,1619436572
Empório,40.4833,21.55,66.99,32,20,4.61,GR,1619436572
Kjøllefjord,70.9457,27.3465,35.6,69,75,9.22,NO,1619436572
Buckeye,33.3703,-112.5838,66.2,20,3,3.44,US,1619436573
Singkawang,0.9,109.0,80.02,83,63,3.15,ID,1619436573
Gisborne,-38.6533,178.0042,51.01,72,4,1.99,NZ,1619436573
Stamford,41.0534,-73.5387,42.01,56,20,13.8,US,1619436535
Bucerías,20.75,-105.3333,75.0,88,90,2.75,MX,1619436573
Yershov,51.3513,48.2766,54.82,31,100,3.85,RU,1619436573
‘Āhuimanu,21.4447,-157.8378,75.0,73,90,8.05,US,1619436573
Senneterre,48.3835,-77.2328,19.4,68,20,9.22,CA,1619436573
Pampa,35.5362,-100.9599,68.0,40,1,21.85,US,1619436574
Pochutla,15.7432,-96.4661,78.01,82,71,1.01,MX,1619436574
Burnie,-41.0667,145.9167,51.01,81,66,5.01,AU,1619436574
Zonguldak,41.25,31.8333,57.2,62,75,9.22,TR,1619436574
Phan Thiet,10.9333,108.1,82.69,77,74,6.15,VN,1619436574
Changtu,42.7788,124.0955,64.29,20,100,15.99,CN,1619436536
Guarapari,-20.6667,-40.4975,80.01,83,0,5.75,BR,1619436574
Busca,44.5181,7.4743,54.0,82,90,4.61,IT,1619436575
Kloulklubed,7.0419,134.2556,78.8,89,75,4.61,PW,1619436575
Isangel,-19.55,169.2667,76.48,77,100,12.57,VU,1619436575
Eidsvåg,62.7767,8.0668,42.8,39,0,11.5,NO,1619436575
Bhādāsar,28.2833,74.3167,103.15,5,0,4.36,IN,1619436575
Calama,-22.4667,-68.9333,30.2,34,0,24.16,CL,1619436576
General Roca,-39.0333,-67.5833,44.6,100,0,2.3,AR,1619436576
Necochea,-38.5473,-58.7368,50.0,97,0,3.24,AR,1619436576
Dire Dawa,9.5931,41.8661,70.3,76,98,13.96,ET,1619436576
Sars,56.5502,57.1366,48.15,42,64,17.63,RU,1619436576
Richards Bay,-28.783,32.0377,78.94,55,21,5.26,ZA,1619436576
Gondanglegi,-7.7479,112.0132,77.67,86,23,7.9,ID,1619436576
Jilib,0.4883,42.7854,97.77,35,54,12.35,SO,1619436577
Quatre Cocos,-20.2078,57.7625,78.8,83,75,13.8,MU,1619436577
Yakeshi,49.2833,120.7333,55.02,18,83,16.84,CN,1619436577
Álamos,27.0167,-108.9333,65.07,29,73,3.36,MX,1619436577
São José da Coroa Grande,-8.8978,-35.1478,81.61,71,39,6.17,BR,1619436578
San Joaquin,37.9333,-121.3011,46.0,93,1,3.47,US,1619436578
Akhtubinsk,48.2795,46.1722,45.73,67,100,9.48,RU,1619436578
Samarai,-10.6167,150.6667,82.0,77,98,6.49,PG,1619436578
Bandarbeyla,9.4942,50.8122,86.72,60,80,11.14,SO,1619436578
Mut,36.6439,33.4389,76.66,34,0,16.26,TR,1619436578
Estevan,49.1334,-102.9842,33.8,86,90,6.91,CA,1619436578
Örnsköldsvik,63.2909,18.7153,42.8,31,58,11.5,SE,1619436578
Kenora,49.8167,-94.4337,35.6,80,90,10.36,CA,1619436579
Vestmannaeyjar,63.4427,-20.2734,46.4,76,0,5.75,IS,1619436579
Zheleznodorozhnyy,55.7503,38.0042,48.0,39,0,8.95,RU,1619436579
Russell,32.3502,-85.1999,48.2,93,40,4.74,US,1619436579
Lar,26.2039,83.9717,104.94,4,1,5.01,IN,1619436579
Mlonggo,-6.5333,110.7,87.8,66,20,3.44,ID,1619436579
Salalah,17.0151,54.0924,87.8,62,20,13.8,OM,1619436579
Yangi Marg`ilon,40.4272,71.7189,82.4,20,0,4.61,UZ,1619436579
Shimoda,34.6667,138.95,46.0,69,50,7.38,JP,1619436580
Vista Hermosa,19.5167,-99.2167,62.6,59,40,5.75,MX,1619436580
Pontes e Lacerda,-15.2261,-59.3353,65.5,97,93,3.29,BR,1619436580
Wanaka,-44.7,169.15,39.99,96,94,1.01,NZ,1619436580
La Palma,33.8464,-118.0467,57.2,88,90,8.05,US,1619436580
Caronport,50.4501,-105.8179,33.8,100,89,3.44,CA,1619436580
Shelburne,44.0787,-80.2041,30.0,79,50,6.85,CA,1619436580
Harwich,51.9419,1.2844,51.01,48,17,11.99,GB,1619436580
Alofi,-19.0595,-169.9187,71.6,94,34,1.14,NU,1619436581
Boguchany,58.3814,97.4531,41.56,70,99,4.88,RU,1619436581
Keti Bandar,24.1447,67.4497,87.96,59,0,15.79,PK,1619436581
Sakakah,29.9697,40.2064,100.4,7,0,20.71,SA,1619436581
Grindavik,63.8424,-22.4338,44.6,70,0,9.22,IS,1619436581
Chute-aux-Outardes,49.1168,-68.399,39.2,93,90,11.5,CA,1619436581
Zubtsov,56.1753,34.5894,44.65,47,82,9.31,RU,1619436581
Pangai,-19.8,-174.35,80.85,75,85,12.24,TO,1619436581
Praia da Vitória,38.7333,-27.0667,63.0,82,40,6.06,PT,1619436582
Khorixas,-20.3667,14.9667,87.48,16,0,11.45,NA,1619436582
Shchigry,51.8755,36.9043,44.6,70,75,8.95,RU,1619436582
Sison,16.1739,120.5153,76.53,84,100,1.99,PH,1619436582
Amapá,1.0,-52.0,72.72,98,100,1.23,BR,1619436582
Mayo,38.8876,-76.5119,46.4,53,1,9.22,US,1619436582
San Ramon,37.7799,-121.978,46.4,93,1,4.88,US,1619436582
Beausejour,50.0622,-96.5167,37.99,75,100,1.14,CA,1619436582
Yairipok,24.6667,94.0667,91.4,49,40,11.5,IN,1619436582
Nizhniy Kuranakh,58.8353,125.4869,35.08,94,100,3.09,RU,1619436583
Fairlie,55.756,-4.8556,51.01,79,100,5.99,GB,1619436583
Itarema,-2.9248,-39.9167,79.56,75,11,10.69,BR,1619436583
Salina,38.8403,-97.6114,64.0,77,1,23.02,US,1619436583
Guaramirim,-26.4731,-49.0028,66.99,100,40,2.3,BR,1619436583
Caniço,32.6333,-16.85,69.8,52,20,6.91,PT,1619436583
Monrovia,6.3005,-10.7969,86.0,74,75,6.91,LR,1619436583
Loreto,22.2667,-101.9667,59.85,64,96,3.6,MX,1619436583
Cayenne,4.9333,-52.3333,78.8,89,75,4.61,GF,1619436584
Derzhavīnsk,51.1,66.3167,62.78,48,100,16.08,KZ,1619436584
Taos,36.4072,-105.5731,41.0,24,1,5.75,US,1619436584
Quelimane,-17.8786,36.8883,87.8,62,40,11.5,MZ,1619436584
Buala,-8.145,159.5921,81.25,80,30,3.91,SB,1619436584
Kushtagi,15.7667,76.2,99.16,17,18,5.14,IN,1619436584
Acapulco de Juárez,16.8634,-99.8901,79.57,67,99,3.96,MX,1619436584
Souillac,-20.5167,57.5167,78.8,83,75,13.8,MU,1619436584
La Ronge,55.1001,-105.2842,30.2,64,100,9.22,CA,1619436585
Eilat,29.5581,34.9482,89.6,20,0,17.27,IL,1619436585
Itarantim,-15.6597,-40.0656,73.76,83,52,3.13,BR,1619436585
Kudahuvadhoo,2.6708,72.8944,84.07,69,62,6.46,MV,1619436585
Benguela,-12.5763,13.4055,86.94,63,25,10.16,AO,1619436585
Yabassi,4.457,9.9682,91.4,58,75,3.44,CM,1619436585
Viedma,-40.8135,-62.9967,50.43,76,1,9.64,AR,1619436585
Shingū,33.7333,135.9833,59.0,36,0,9.22,JP,1619436424
Coyhaique,-45.5752,-72.0662,42.66,97,60,5.82,CL,1619436585
Orangeburg,33.4918,-80.8557,55.0,87,1,3.44,US,1619436586
Tromsø,69.6496,18.957,34.0,93,90,10.36,NO,1619436586
Neiafu,-18.65,-173.9833,81.03,78,85,12.33,TO,1619436586
Emerald,-23.5333,148.1667,68.0,34,2,5.75,AU,1619436586
Sorong,-0.8833,131.25,81.32,78,98,4.99,ID,1619436587
Rosetta,31.4044,30.4164,71.6,56,40,13.8,EG,1619436587
Boone,39.0334,-92.3335,55.0,81,0,1.01,US,1619436587
Khani,41.9563,42.9566,57.2,77,90,12.66,GE,1619436587
Mercedes,-34.6515,-59.4307,54.0,99,93,4.03,AR,1619436587
Gannan,47.9147,123.5031,64.47,22,100,16.58,CN,1619436587
San Patricio,28.017,-97.5169,70.0,94,75,5.75,US,1619436587
